page,category,question_type,is_table_item,reference_text,question_id
7,질병력,single_choice,True,위궤양 진단여부,7-1-peptic_ulcer_diagnosis
7,질병력,text_input,True,위궤양 진단 시 나이,7-1-peptic_ulcer_age
7,질병력,single_choice,True,위궤양 치료 상태,7-1-peptic_ulcer_treatment_status
7,질병력,single_choice,True,십이지장궤양 진단여부,7-2-duodenal_ulcer_diagnosis
7,질병력,text_input,True,십이지장궤양 진단 시 나이,7-2-duodenal_ulcer_age
7,질병력,single_choice,True,십이지장궤양 치료 상태,7-2-duodenal_ulcer_treatment_status
7,질병력,single_choice,True,장 폴립 진단여부,7-3-intestinal_polyp_diagnosis
7,질병력,text_input,True,장 폴립 진단 시 나이,7-3-intestinal_polyp_age
7,질병력,single_choice,True,장 폴립 치료 상태,7-3-intestinal_polyp_treatment_status
7,질병력,single_choice,True,급성 간질환 진단여부,7-4-acute_epilepsy_diagnosis
7,질병력,text_input,True,급성 간질환 진단 시 나이,7-4-acute_epilepsy_age
7,질병력,single_choice,True,급성 간질환 치료 상태,7-4-acute_epilepsy_treatment_status
8,질병력,single_choice,True,지방간 진단여부,8-1-fatty_liver_diagnosis
8,질병력,text_input,True,지방간 진단 시 나이,8-1-fatty_liver_age
8,질병력,single_choice,True,지방간 치료 상태,8-1-fatty_liver_treatment_status
8,질병력,single_choice,True,"만성간염, 간경변 진단여부",8-2-chronic_hepatitis_cirrhosis_diagnosis
8,질병력,text_input,True,"만성간염, 간경변 진단 시 나이",8-2-chronic_hepatitis_cirrhosis_age
8,질병력,single_choice,True,"만성간염, 간경변 치료 상태",8-2-chronic_hepatitis_cirrhosis_treatment_status
8,질병력,single_choice,True,"담석증, 담낭염 진단여부",8-3-gallstones_cholecystitis_diagnosis
8,질병력,text_input,True,"담석증, 담낭염 진단 시 나이",8-3-gallstones_cholecystitis_age
8,질병력,single_choice,True,"담석증, 담낭염 치료 상태",8-3-gallstones_cholecystitis_treatment_status
8,질병력,single_choice,True,만성기관지염 진단여부,8-4-chronic_bronchitis_diagnosis
8,질병력,text_input,True,만성기관지염 진단 시 나이,8-4-chronic_bronchitis_age
8,질병력,single_choice,True,만성기관지염 치료 상태,8-4-chronic_bronchitis_treatment_status
8,질병력,single_choice,True,만성 폐쇄성 폐질환 진단여부,8-5-copd_diagnosis
8,질병력,text_input,True,만성 폐쇄성 폐질환 진단 시 나이,8-5-copd_age
8,질병력,single_choice,True,만성 폐쇄성 폐질환 치료 상태,8-5-copd_treatment_status
