page,category,matched,similarity,cer,wer,accuracy,gpt_confidence,ref_question,ocr_question,question_type,is_table_item,ocr_only
3,,True,0.6016666666666668,,,,,2) 생년월일 :  |___|___| / |___|___| / |___|___| yy/mm/dd,2) 생년월일: /_□ yy/mm/dd,text_input,False,False
3,,True,0.6204696969696969,,,,,3) 체중:       cm,3) 체중:,text_input,False,False
3,,True,0.8634999999999999,,,,,4) 흡연 여부,4) 흡연 여부,text_input,False,False
3,,True,0.8634999999999999,,,,,5) 음주 여부,5) 음주 여부,text_input,False,False
3,,True,0.8634999999999999,,,,,6) 결혼 상태,6) 결혼 상태,text_input,False,False
4,,True,0.8739999999999999,,,,,7) 월 평균 수입,7) 월 평균 수입,text_input,False,False
4,,True,0.8634999999999999,,,,,8) 학력,8) 학력,text_input,False,False
5,질병력,True,0.9235,,,,,2. 질병력,2. 질병력,text_input,True,False
6,,False,0.0,,,,,또 진단여부,,multiple_choice,True,False
6,,False,0.0,,,,,만_____ 세,,text_input,False,False
6,,False,0.0,,,,,만_____ 세,,text_input,False,False
6,,False,0.0,,,,,갑상선질환 진단여부,,multiple_choice,True,False
6,,False,0.0,,,,,만_____ 세,,text_input,False,False
6,,False,0.0,,,,,만_____ 세,,text_input,False,False
7,,False,0.0,,,,,만_____ 세,,text_input,False,False
7,,False,0.0,,,,,십이지장궤 진단여부,,multiple_choice,True,False
7,,False,0.0,,,,,만_____ 세,,text_input,False,False
7,,False,0.0,,,,,만_____ 세,,text_input,False,False
7,,False,0.0,,,,,만_____ 세,,text_input,False,False
8,,False,0.0,,,,,만_____ 세,,text_input,False,False
8,,False,0.0,,,,,만_____ 세,,text_input,False,False
8,,False,0.0,,,,,담 진단여부,,multiple_choice,True,False
8,,False,0.0,,,,,만_____ 세,,text_input,False,False
8,,False,0.0,,,,,만_____ 세,,text_input,False,False
8,,False,0.0,,,,,만_____ 세,,text_input,False,False
9,,False,0.0,,,,,만_____ 세,,text_input,False,False
9,,False,0.0,,,,,만_____ 세,,text_input,False,False
9,,False,0.0,,,,,만_____ 세,,text_input,False,False
9,,False,0.0,,,,,만_____ 세,,text_input,False,False
10,,False,0.0,,,,,만_____ 세,,text_input,False,False
10,,False,0.0,,,,,만_____ 세,,text_input,False,False
10,,False,0.0,,,,,만_____ 세,,text_input,False,False
10,,False,0.0,,,,,만_____ 세,,text_input,False,False
11,,False,0.0,,,,,만_____ 세,,text_input,False,False
11,,False,0.0,,,,,전립선비대 진단여부,,multiple_choice,True,False
11,,False,0.0,,,,,만_____ 세,,text_input,False,False
11,,False,0.0,,,,,만_____ 세,,text_input,False,False
11,,False,0.0,,,,,만_____ 세,,text_input,False,False
12,가족력,False,0.0,,,,,3. 가족력,,text_input,True,False
12,,False,0.0,,,,,① 아니요 ①부 ②모 만 ___세,,text_input,True,False
12,,False,0.0,,,,,①부 ②모 만 ___세,,text_input,True,False
12,,False,0.0,,,,,①부 ②모 만 ___세,,text_input,True,False
12,,False,0.0,,,,,① 아니요 ①부 ②모 만 ___세,,text_input,True,False
12,,False,0.0,,,,,①부 ②모 만 ___세,,text_input,True,False
13,,False,0.0,,,,,①부 ②모 만 ___세,,text_input,False,False
13,,False,0.0,,,,,고지혈증 진단여부,,multiple_choice,True,False
13,,False,0.0,,,,,①부 ②모 만 ___세,,text_input,False,False
13,,False,0.0,,,,,①부 ②모 만 ___세,,text_input,False,False
13,,False,0.0,,,,,아니요 진단여부,,multiple_choice,True,False
13,,False,0.0,,,,,①부 ②모 만 ___세,,text_input,False,False
13,,False,0.0,,,,,①부 ②모 만 ___세,,text_input,False,False
14,,False,0.0,,,,,심근경색 진단여부,,multiple_choice,True,False
14,,False,0.0,,,,,①부 ②모 만 ___세,,text_input,False,False
14,,False,0.0,,,,,①부 ②모 만 ___세,,text_input,False,False
14,,False,0.0,,,,,폐결핵 진단여부,,multiple_choice,True,False
14,,False,0.0,,,,,①부 ②모 만 ___세,,text_input,False,False
14,,False,0.0,,,,,①부 ②모 만 ___세,,text_input,False,False
14,,False,0.0,,,,,갑상선질환 진단여부,,multiple_choice,True,False
14,,False,0.0,,,,,만 ___세,,text_input,False,False
15,,False,0.0,,,,,①부 ②모 만 ___세,,text_input,False,False
15,,False,0.0,,,,,만성위염 진단여부,,multiple_choice,True,False
15,,False,0.0,,,,,①부 ②모 만 ___세,,text_input,False,False
15,,False,0.0,,,,,①부 ②모 만 ___세,,text_input,False,False
15,,False,0.0,,,,,아니요 진단여부,,multiple_choice,True,False
15,,False,0.0,,,,,①부 ②모 만 ___세,,text_input,False,False
15,,False,0.0,,,,,①부 ②모 만 ___세,,text_input,False,False
16,,False,0.0,,,,,아니요 진단여부,,multiple_choice,True,False
16,,False,0.0,,,,,①부 ②모 만 ___세,,text_input,False,False
16,,False,0.0,,,,,①부 ②모 만 ___세,,text_input,False,False
16,,False,0.0,,,,,아니요 진단여부,,multiple_choice,True,False
16,,False,0.0,,,,,①부 ②모 만 ___세,,text_input,False,False
16,,False,0.0,,,,,①부 ②모 만 ___세,,text_input,False,False
16,,False,0.0,,,,,□ 귀하의 형제 관계는 어떻게 되십니까? (본인 포함)  __ 남 __ 녀 중 ___,,text_input,False,False
17,,False,0.0,,,,,□ 귀하의 자녀는 몇 명입니까? ___ 남 _____녀,,text_input,False,False
17,우울증선별,False,0.0,,,,,4. 우울증 선별도구 (PHQ-9),,text_input,False,False
17,,False,0.0,,,,,지난 한 달 동안 가장 우울했던 2주동안을 생각해 보십시오. 그 때가 언제입니까?,,yes_no,False,False
17,,False,0.0,,,,,____월 _____일부터 ____월 ____일까지 그 기간 중에 아래와 같은 생각을 한 날을 헤아려서 해당하는,,text_input,False,False
17,,False,0.0,,,,,2-6일 7일 거의,,scale,False,False
